Innsendt,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Prosjektets fra-år,Prosjektets til-år,Vedtaksdato,Populærvitenskapelig sammendrag
10/28/2019,310449,TALENTECH AS,Fleksibel systemarkitektur,985360421,Oslo,OSLO,OSLO,JA,NEI,2019,2019,,"Prosjektet innebærer utvikling av en helt ny og fleksibel systemarkitektur. 
Gjennom domain drive design utvikler vi ny grunnkode og binder forretningsstrategi opp ved å utvikle et grunnlag som alle applikasjoner kan bygge på. 
Fleksibiliteten gir oss gode vekstmuligheter internasjonalt, og skalering."
10/28/2019,310450,TALENTECH AS,Utvikle ny prosess for tilgang på kandidater ved rekruttering,985360421,Oslo,OSLO,OSLO,JA,NEI,2019,2020,,"HR Manager og Webcruiter har sammen tilgang på store mengder data om alle elementer vedr. ansettetelsesforhold. På samme tid har North Media AS  og Frantz AS god tilgang på data omkring media valg.

Disse dataene er en verdifull ressurs som kan gi verdiskaping. Når en bedrift skal ansette personer i bestemte funksjoner har de klare kriterier for de ulike valg.  Ved å kombinere datamengden hos oss og mediebedriftene kan de  brukes  til å utvikle algoritmer som kan fortelle hvor det er mest sannsynlig å finne riktig person. Via maskinlæring vil disse algoritmene bli stadig bedre.

Bedrifter vil derfor i rekrutteringssammenheng med mye mindre innsats få tilbud om kandidater som passer bedre i stillingene. Vi kan benytte våre store datamengder og mediekompetanse til i dette prosjektet å endre måten bemanningsbransjen opererer på."
10/28/2019,310451,SÆTREN AS,Marine utviklingsprosjekt,936092497,ukjent,VÅGSØY,MÅLØY,NEI,NEI,2019,2021,,
10/28/2019,310454,SANNSYN AS,Sannsyn Algoritmeplattform,911727552,Oslo,OSLO,OSLO,NEI,NEI,2019,2019,,
10/29/2019,310455,KULINARISK AKADEMI AS,Utvikling av avansert opplysningsportal,920890636,Oslo,OSLO,OSLO,JA,NEI,2019,2019,12/16/2019,"Vi har laget en ny 5-års strategi for FoU-prosjekter. Vår bransje er i stor endring i angående hvordan man skal kommunisere, nye målgrupper og hvordan utvikle bærekraftig mat. Vårt mål er å utvikle en ny avansert opplysningsportal. Prosjektet vil involvere hele vår organisasjon fra utvikling og testing av matretter, utvikling av interaktive kurs, utvikling av innhold og nyskapning og FoU."
10/29/2019,310456,FAIR COLLECTION AS,Prediktive modeller pre inkasso.,920999360,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
10/29/2019,310458,SPECINNOVA AS,Biodata Digital Platform for quality control and analysis of biological materials,923402314,ukjent,MOSS,MOSS,NEI,NEI,2019,2022,,
10/29/2019,310463,INTERWELL NORWAY AS,350 EST Battery Pack,980404048,Rogaland,STAVANGER,HAFRSFJORD,NEI,NEI,2019,2020,,
10/29/2019,310467,S8R BUTIKKSYSTEMER AS,Sømløs integrasjon mellom ulike programvareplattformer i komplekse og fragmenterte IT-miljøer,921309775,ukjent,ÅS,SKI,NEI,NEI,2019,2022,,
10/30/2019,310471,AQUAGEN AS,Antisense delivery to Atlantic salmon eggs for large scale sterilization.,964367701,Trøndelag,HEMNE,KYRKSÆTERØRA,NEI,NEI,2019,2022,,
10/30/2019,310472,HASSEL SOFTWARE AS,Digitalt forhandlernettverksystem,916235747,ukjent,DRAMMEN,DRAMMEN,NEI,NEI,2019,2020,,
10/30/2019,310476,FLOKK AS FABRIKK RØROS,Samhandling mellom robot og operatør i armleneproduksjon,973097989,Oslo,RØROS,RØROS,NEI,NEI,2019,2020,,
10/30/2019,310478,FUNFACT AS,"Utvikling av Røyk - Digital storytelling, et forsknings- og analyseverktøy",916202342,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
10/31/2019,310486,DIGIQUIP AS,Flyttet søknad: Digitalt system for opplæring og dokumentasjon av sikker maskinbruk,923673911,ukjent,SPYDEBERG,SPYDEBERG,JA,NEI,2019,2020,,Målet er å lage en digital løsning for opplæring og dokumentasjon av opplæring i bruk av utstyr for bygg- og anleggssektoren.
11/1/2019,310495,BKK AS,Forprosjekt til BKK Challenge,880309102,ukjent,BERGEN,BERGEN,NEI,JA,2019,2019,12/18/2019,
11/1/2019,310496,EXCITUS AS,HSD Suction Device,914589150,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2020,,
11/1/2019,310503,FAST FOOD SERVICE NORGE AS,prosessering av strøm og lyddata fra kjøkkenmaskiner,981130243,ukjent,ASKER,ASKER,JA,NEI,2019,2020,,"Prosjektet går ut på og samle inn energi og sensordata fra maskinersom er installert i HOREKA markedet som skal brukes til energioptimalisering og detektering av prosessfeil på utstyret. 
Ustyret skal ikke monters inne i maskin eller i el-tavle,men kunne monters av ukyndig personell på en sikker måte. 
Gevinster vil være redusert energiforbruk  ca 30%. effektiv feil diagnostisering som vil føre til redusert nedetid. 
Vi vil også kunne reduser servicekostnaden for kunden.
Prosjektet vil  reduser energi og miljø regnskape på de installerte maskiner."
11/2/2019,310510,NORWEGIAN CENTRE OF MARITIME COMMUNICATION AS,Utvikle Maritim flerfaktor autentisering,893080392,Møre og Romsdal,HAREID,HAREID,NEI,NEI,2019,2020,,
11/3/2019,310511,S GANGESTAD AS,Måling av maculapigment.,929108167,ukjent,FREDRIKSTAD,FREDRIKSTAD,NEI,NEI,2019,2021,,
11/4/2019,310513,4CASTGROUP AS,Flyttet: Mer avansert tjeneste for sanntidsprising og prognoser for eiendomsverdi,913550749,Oslo,OSLO,OSLO,JA,NEI,2019,2021,,Målet med prosjektet er å utvikle en mer avansert tjeneste for estimering av eiendomsverdi.
11/4/2019,310514,VIIBEN AS,Viiben Furniture - Voksen Møbler,918767495,Rogaland,HAUGESUND,HAUGESUND,NEI,NEI,2019,2020,,
11/4/2019,310518,MATVAREHUSET AS,Matvarehuset FoU 2019 - 2021,988078263,ukjent,BERGEN,OLSVIK,NEI,NEI,2019,2021,,
11/4/2019,310519,BAS ENGINEERING AS,ShipWeight ballasteringsmodul,979934416,Møre og Romsdal,ÅLESUND,ÅLESUND,NEI,NEI,2019,2019,,
11/4/2019,310521,NAUTILUS SUBSEA AS,32'' H-Mode Tie-In System,914273501,ukjent,BÆRUM,LYSAKER,NEI,NEI,2019,2021,,
11/4/2019,310525,LERA AS,Min veileder 2.0,946233862,Trøndelag,STEINKJER,STEINKJER,NEI,NEI,2019,2020,,
11/5/2019,310532,SERVOGEAR AS,Videreutvikling av 220 hybrid gir,980414159,ukjent,BØMLO,RUBBESTADNESET,NEI,NEI,2019,2021,,
11/6/2019,310535,WALDEMARS AS,Automasjon i ferskvareproduksjon av mat og bærekraft,916743920,ukjent,SKEDSMO,LILLESTRØM,NEI,NEI,2019,2022,,
11/6/2019,310538,ANT HMS & BEDRIFTSHELSE AS,Min side versjon 1.1,987403829,Trøndelag,LEVANGER,LEVANGER,NEI,NEI,2019,2020,,
11/6/2019,310539,PALEBLUE AS,PaleBlue Simulation Platform,912237702,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2022,,
11/6/2019,310541,VASKERHVITT AS,Velg Hvitt - Mindre svart arbeid ved forenkling av innrapportering,896709542,ukjent,TØNSBERG,TØNSBERG,NEI,NEI,2019,2019,,
11/6/2019,310543,DEXTERA AS,Pre-Surgery Assessment Tool,888957332,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
11/6/2019,310544,EXPRESS MARINE AS,ExpressMarine ekport til ShipConstructor,917338337,Møre og Romsdal,ÅLESUND,ÅLESUND,NEI,NEI,2019,2020,,
11/7/2019,310546,SIMIS AS,Cloud Power,912019128,Trøndelag,VERRAN,MALM,NEI,NEI,2019,2021,,
11/7/2019,310548,INITIAL FORCE AS,Force Vectors og Grip Sensor,990340048,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2020,,
11/7/2019,310550,SØLVPILEN AS,Inc Pump,883913272,Møre og Romsdal,ÅLESUND,ÅLESUND,NEI,NEI,2019,2021,,
11/8/2019,310555,MOMEK TECHTEAM AS,Desinfeksjonsskap,915244998,Nordland,RANA,MO I RANA,NEI,NEI,2019,2020,,
11/8/2019,310562,NABAS AS,Y-lite free light chains,977054516,ukjent,ÅS,ÅS,NEI,NEI,2019,2019,,
11/8/2019,310563,LAKSESYSTEMER AS,Fôrautomat til fiskeoppdrett,821962242,Rogaland,HÅ,NÆRBØ,NEI,NEI,2019,2020,,
11/9/2019,310568,DBWATCH AS,Secure Learning,991500456,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
11/9/2019,310569,FAMME AS,Warp Knit Seamless,913300319,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
11/10/2019,310572,OSLO UNBRANDED AS,Unbranded Oslo,918043616,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
11/10/2019,310573,A-MEDIA AS,TheRadioHub #3 - kostnadseffektiv digital distribusjon for radio,952940406,Rogaland,HAUGESUND,HAUGESUND,NEI,NEI,2019,2022,,
11/10/2019,310574,HIGH SPEED MACHINING AS,Dyphullsboring av metallkomponenter,992073837,Rogaland,STRAND,TAU,NEI,NEI,2019,2020,,
11/11/2019,310575,BN RØR SERVICE AS,IoT og sensorteknologi for deteksjon av lekkasje i vannrør.,817523552,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
11/11/2019,310577,ARCHER AS,VIVID Acoustic Listening Platform,934361156,Rogaland,SANDNES,SANDNES,JA,NEI,2019,2019,,"Bergen Technology Center, et datterselskap av Archer, har gjennom flere år utviklet innovative løsninger for ultralyd basert inspeksjon av oljebrønner. I dette prosjektet er hovedfokus å ferdigstilles første versjon av Archers nye akustisk lytteplattform for brønndiagnostikk - VIVID - Acoustic Listening Platform, der plattform er et samlebegrep for teknologien, loggeverktøyet og tjenesten.  Prosjektet omfatter utvikling av mekanikk og elektronikk med krevende nedihullskrav til fysiske mål, trykk, temperatur, sjokk og vibrasjoner.  Videre, å utvikle sensorintegrasjon og avansert signalbehandling for å kunne detektere svake akustiske signaler fra strømning av væske/gass gjennom defekter i brønnen, og skille disse fra annen akustisk støy. Prosjektet har også som mål å videreutvikle plattformen til en tjeneste for å evaluere ytelsen til sementbarrierer i olje og gass brønner. Der konvensjonell sement-bond-loggeteknologi kun sier noe om sement kvaliteten og har utfordringer med å påvise små defekter som micro-annuli, vil vi basert på akustiske signal fra strømning gjennom defekter kunne si noe om ytelsen til sementen. Videre har prosjektet som mål å ta frem en verktøysvariant og tjeneste for nedihulls sanddeteksjon.  Dette er en svært krevende applikasjon der utviklingen adressere utfordringen med å skille sand fra annen strømningsindusert støy, samt det å kunne gi pålitelige kvantitative og kvalitative estimater som setter operatøren i stand til både å gjøre tiltak nede i brønnen og til i å optimalisere produksjonen. Prosjektet har også som mål å videreutvikle tjenesten for lekkasjesøk basert på karakterisering akustisk signatur."
11/11/2019,310578,SALMAR AS,Utvikle grunnlaget for en bransjestandard i forhold til bioaerosoler.,958973306,Trøndelag,FRØYA,KVERVA,NEI,NEI,2019,2021,,
11/12/2019,310585,TC ENGINEERING CO AS,Optimalisert ultralydtesting av aluminium - høyere testklasse,922569819,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2021,,
11/12/2019,310589,GRIEGHALLEN AS,Glassfasade Grieghallen,920945554,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2021,,
11/13/2019,310593,H ASCHEHOUG & CO W NYGAARD AS,Digitalt Læringsunivers,910292005,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
11/13/2019,310597,BKK AS,Forprosjekt til BaaA,880309102,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2019,,
11/13/2019,310598,AM NUTRITION AS,CarryFish - Ny generasjon av funksjonelle og bærekraftige ingredienser til dyrefôr,987651059,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2020,,
11/14/2019,310602,TIMEME AS,Utvikling av neste generasjons stemplingsur: TimeMe,921350643,Oslo,OSLO,OSLO,JA,NEI,2019,2020,,Utvikling av et moderne stemplingsur for bedrifter.
11/14/2019,310603,MANCRAFT AS,Hydrogen uten brenselcelle i hurtigbåt 2019-2022,977168651,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2022,,
11/14/2019,310606,HYDROLIFT SMART CITY FERRIES AS,Hydrolift Smart City Ferry,912288161,ukjent,FREDRIKSTAD,GAMLE FREDRIKSTAD,NEI,NEI,2019,2022,,
11/14/2019,310608,BIO MEDICAL DEVICE AS,Bio Medical Device,921407629,ukjent,KVAM,NORHEIMSUND,NEI,NEI,2019,2021,,
11/14/2019,310609,SNAPWELDER AS,SnapWelder - ny sveisemetode for metallrør,917651744,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2021,,
11/15/2019,310622,HYBRID ENERGY AS,Videreutvikling av miljøvennlig høytemperatur varmepumpe-teknologi med binært arbeidsmedie,986959718,ukjent,BÆRUM,LYSAKER,NEI,NEI,2019,2021,,
11/15/2019,310632,TIKKEN AS,Tikken,823657382,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2022,,
11/16/2019,310633,NIRAS NORGE AS,Trailblazers,992152265,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
11/16/2019,310634,NIRAS NORGE AS AVD STAVANGER,Virtual Design & Deconstruction,992174501,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2022,,
11/17/2019,310637,THE MAGIC 5 AS,"Integrering; Kosthold, Helse & Teknologi",917131104,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
11/17/2019,310640,SPIRO SERVICE AS,Depth logging - Video control system 7207,912002829,ukjent,BAMBLE,LANGESUND,NEI,NEI,2019,2020,,
11/18/2019,310647,LAX EXPO AS,Utvikling av digitalt underlag for kunnskapsbygging og kurs,916774605,Nordland,LURØY,LOVUND,NEI,NEI,2019,2020,,
11/18/2019,310660,SPRINTERWING AS,SprinterWing mentorapplikasjon,921960565,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
11/19/2019,310675,TECHPROS AS,Teknologi for kompetanseprediksjon - EasyConsult AI,913452712,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
11/19/2019,310677,OPTIMAR AS,Singulering av fisk,985426813,Møre og Romsdal,GISKE,VALDERØYA,NEI,NEI,2019,2021,,
11/19/2019,310678,OPTIMAR AS,Varmeveksler med lusefilter,985426813,Møre og Romsdal,GISKE,VALDERØYA,NEI,NEI,2019,2021,,
11/19/2019,310700,SPINTECH AS,Beskyttelses rør i kompositt,913020634,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
11/20/2019,310731,NORSK TELEGRAMBYRÅ AS,NTB Mediebank,914797497,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
11/20/2019,310745,STORECAST AS,Storecast,923343326,ukjent,ARENDAL,FÆRVIK,NEI,NEI,2019,2020,,
11/20/2019,310758,SEA ECO AS,Utvikling av digitalisert miljøkartlegging,876969742,ukjent,IBESTAD,ENGENES,NEI,NEI,2019,2021,,
11/21/2019,310766,DKVISION AS,Hygienisk og brukervennlig linseapplikator,917863695,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
11/21/2019,310781,FSV REDERI AS,Utvikling av nytt fartøykonsept,821963842,Møre og Romsdal,MOLDE,MOLDE,JA,NEI,2019,2020,,"FSV har ambisjon om å utvikle framtidens servicebåt for trygge, effektive og miljøvennlige arbeidsoperasjoner for havbruksnæringen. Dette skjer gjennom å kombinere teknologi og erfaring fra maritim og offshore bransje med oppdrettskompetanse.  
FSV setter alltid Helse, Miljø og Sikkerhet (HMS) først. Gjennom en systematisk satsning på kvalitet og en moderne utstyrspark, har det alltid vært fokus på hvordan vi kan redusere risiko for skade mannskap, påvirkninger på ytre miljø og skade på utstyr.  Dette gjør vi gjennom å sørge for at våre medarbeidere har den nødvendige kompetansen for å utføre sine oppgaver på en sikker og helsemessig god måte, men også gjennom å alltid søke nye og sikrere måter å håndtere store krefter på. 
Gjennom prosjektet «Nytt fartøydesign for oppdrettsnæringen» ønsker å FSV å redusere risikoen ytterligere gjennom å videreutvikle fartøydesign og dekksutstyr som er tilpasset havbruksnæringen. For sikker håndtering av fortøyningsliner på dekk, benytter FSV kjent teknologi for løfteutstyr kombinert med fartøydesign for å eliminere behovet for mannskap å oppholde seg i farlige soner på dekket. Dette skjer gjennom samarbeid med skipsdesigner, verft og rederi. 
FSV sin erfaring de siste årene har gitt nyttig innsikt i hvilke egenskaper et fartøy må ha for å operere trygt og effektivt i og rundt et oppdrettsanlegg. Som følge av dette har FSV, i samarbeid med skipsdesigner, optimalisert størrelse og fasong på skrog i forhold til blant annet nødvendig fribord på båt for effektive operasjoner rundt merdkanten, forholdet mellom oppdrift i skroget og vinsjens løftekapasitet, dypgang på skrog for ikke å skade haneføtter og anleggsfortøyninger, beskyttelsessystem rundt ror og propell for å hindre skade på not, haneføtter og fortøyninger, som kan medføre rømning av laks, optimalisering av skipets stabilitet i forhold til påkrevd løftekapasitet på kraner og samt manøvreringsegenskaper for sikker, rask og effektiv manøvrering i og rundt oppdrettsanleggene."
11/22/2019,310787,SLETTA VERFT AS,Hybrid arbeidsbåt i aluminium til oppdrettsnæringa,985862133,Møre og Romsdal,AURE,MJOSUNDET,NEI,NEI,2019,2021,,
11/24/2019,310820,PUBLY AS,Forhandlerportal,992585641,Trøndelag,FROSTA,FROSTA,NEI,NEI,2019,2020,,
11/24/2019,310827,ACCURIZE AS,Utvikling av skytesimulator med balansegyro og heisløsning,913588827,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2021,,
11/25/2019,310832,MARKETER TECHNOLOGIES AS,Marketer 2020,917742928,Oslo,OSLO,OSLO,NEI,NEI,2019,2019,,
11/25/2019,310844,ANDØYA SPACE CENTER AS,Videre utvikling av satellittvalideringsfasilitet ved ASC,979122721,Nordland,ANDØY,ANDENES,NEI,NEI,2019,2022,,
11/25/2019,310849,MUSKELKLINIKKEN AS,Injeksjonsterapi for behandling av muskel og skjellet skader,917988552,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
11/26/2019,311079,TS TESTING AS,Metode for testing og sertifisering av sikkerhetsventiler in-situ.,919291028,ukjent,SKIEN,SKIEN,NEI,NEI,2019,2021,,
11/26/2019,311081,MANDAL HOTEL AS,Mandal Hotel Opplevelser,919211814,ukjent,MANDAL,MANDAL,NEI,NEI,2019,2020,,
11/26/2019,311083,WELDONE AS,Utvikling av produksjonsløsninger i Weldone,989127624,Rogaland,SAUDA,SAUDASJØEN,NEI,NEI,2019,2020,,
11/27/2019,311089,HARDANGER MILJØSENTER AS,Utvikling av analysemetode for måling av tungmetall i ng/l konsentrasjonsområdet for sjøvann,956368189,ukjent,ODDA,ODDA,NEI,NEI,2019,2020,,
11/27/2019,311092,HAMMERFEST INDUSTRISERVICE AS,Game Changer,981881524,ukjent,HAMMERFEST,HAMMERFEST,NEI,NEI,2019,2020,,
11/27/2019,311093,EQUATOR AIRCRAFT AS,Rekkeviddeforlenger til elektrisk fly,920601340,ukjent,SKEDSMO,KJELLER,NEI,NEI,2019,2022,,
11/28/2019,311103,SAFARI NÆRINGSMIDLER AS,Safari PU 2019-21,982903580,ukjent,BERGEN,LODDEFJORD,NEI,NEI,2019,2021,,
11/29/2019,311113,CLEANGRIP AS,CleanGrip,822673112,ukjent,KONGSBERG,KONGSBERG,NEI,NEI,2019,2020,,
11/29/2019,311116,EDGEPERFORMANCE AS,EPeX Aero konvertering,913715616,ukjent,ØVRE EIKER,SKOTSELV,NEI,NEI,2019,2020,,
11/29/2019,311121,TESS LOGISTIKK AS,TESS Remote loading,936843107,ukjent,DRAMMEN,DRAMMEN,NEI,NEI,2019,2021,,
12/1/2019,311123,MESIER AS,API REGISTER - UTVIDET MASTER,818773862,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
12/2/2019,311127,EXAC AS,Reduksjon av mødredødelighet,922904391,ukjent,FREDRIKSTAD,FREDRIKSTAD,NEI,NEI,2019,2021,,
12/2/2019,311131,WIONETIC AS,FPT-IET,920963013,ukjent,SANDEFJORD,SANDEFJORD,NEI,NEI,2019,2021,,
12/3/2019,311133,TIME TO RIOT AS,Flytte:Forlengelse:Utvikling av en innovativ plattform for oppdragsbasert arbeid i kreative næringer,921609086,Oslo,OSLO,OSLO,JA,NEI,2019,2021,12/19/2019,Utvikling av en innovativ plattform for oppdragsbasert arbeid i kreative næringer.
12/4/2019,311138,FE CREATE AS,Compact Winch for Airborne Wind Energy,922601879,ukjent,FLEKKEFJORD,FLEKKEFJORD,NEI,NEI,2019,2020,,
12/4/2019,311142,METRONOR AS,Ny kablet kommunikasjon,946692301,ukjent,ASKER,NESBRU,JA,NEI,2019,2019,,"Metronor har vært leverandør av egenutviklede portable presisjonsmålesystemer for geometri i en årrekke, med kunder som inkluderer de fleste ledende produsenter i verden innen bil, fly, støperi, energi og så videre. Basert på et helt nytt systemkonsept utviklet med Skattefunn-støtte de siste årene, presenterte Metronor i 2018 en ny generasjon elektro-optiske systemer for geometrimåling. 
Denne generasjonen var basert på IoT teknologi og batteridrevne trådløse enheter. Produktene var dermed ikke anvendbare i de markedene der trådløs drift ikke var egnet. Dette Skattefunn-prosjektet vil resultere i en ny variant av Metronors produkter som vil være konkurransedyktige også der kablet drift er en forutsetning."
12/4/2019,311143,VISOLIT NORWAY AS,Utviklingsplattform som skytjeneste fullføring,980181324,ukjent,ASKER,ASKER,JA,NEI,2019,2020,12/20/2019,Vi skal utvikle utviklingsplattform levert som en skytjeneste.
12/4/2019,311147,SIMPLOYER SOLUTIONS AS,Bytte av organisasjonsnummer,921407025,ukjent,SARPSBORG,GRÅLUM,JA,NEI,2019,2020,12/20/2019,Simployer 2020 vil ta HRM-industrien til nye høyder. Systemet vil oppleves som verdiøkende for ulike sluttbrukere gjennom høy tilgjengelighetsgrad og ulike former for prosessstøtte innbakt i systemet.
12/6/2019,311167,TINE SA,Oppgradering av TINE Dovre,947942638,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
12/6/2019,311171,SORDAL AQUA SERVICE AS,Cleanfish,919082658,ukjent,HØYANGER,BJORDAL,NEI,NEI,2019,2021,,
12/6/2019,311175,STALKIT HOLDING AS,Hardware for sporing med bedre ROI,921879881,Trøndelag,SNÅSA,SNÅSA,NEI,NEI,2019,2019,,
12/6/2019,311177,VIDEOCATION.NO AS,Didaktor,898399222,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
12/8/2019,311180,TANNLEGE OLE CHR. AMUNDSEN AS,Sublime - kjeveortopedisk apparatur,988962252,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2022,,
12/9/2019,311191,GUNNAR KLO AS,FangstRISK II: Marint VHS-virus som risiko ved etablering og drift av fangstbasert akvakultur (FBA),923584145,Nordland,ØKSNES,MYRE,JA,NEI,2019,2021,12/19/2019,Fangstbasert akvakultur kan bidra til mer verdiskaping fra havet. Det er imidletidig flere utfordringer knyttet til etablering av slik virksomhet. Det har blitt identifisert flere flaskehalser og resultatene i dette prosjektet skal gi kunnskapsgrunnlag for å tette flere av kunnskapshullene. Dette kan det utløse verdiskapingspotensialet og utvikle næringen
12/9/2019,311192,TROX AURANOR NORGE AS,Personlig ventilasjon,976699963,ukjent,GRAN,BRANDBU,NEI,NEI,2019,2020,,
12/9/2019,311193,TROLLSOLAR ENERGY AS,"Flytting av ""Effektivisering av solenergi"" fra Brono AS til Trollsolar Energy AS",923829741,ukjent,FREDRIKSTAD,FREDRIKSTAD,NEI,NEI,2019,2021,,
12/11/2019,311201,NORSTAY AS,Utvikling av Norstay Stigesikring,917366241,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2020,,
12/11/2019,311202,HUNTONIT AS,Samlast prosjekt for økt fyllingsgrad,914801958,ukjent,VENNESLA,VENNESLA,NEI,NEI,2019,2020,,
12/11/2019,311206,PROPULSJONSDESIGN AS,Mørepumpen Light,998020441,Møre og Romsdal,MOLDE,MOLDE,NEI,NEI,2019,2020,,
12/11/2019,311212,TECHNIP NORGE AS,MAHS,963052944,ukjent,BÆRUM,LYSAKER,NEI,NEI,2019,2020,,
12/11/2019,311215,NILLE STORE OPERATIONS AS,NilleHAL,953581477,ukjent,OPPEGÅRD,KOLBOTN,JA,NEI,2019,2020,12/19/2019,Vi bygger et rammeverk som digitaliserer Nille.
12/12/2019,311221,DUUN INDUSTRIER AS,Nye produksjonsmetoder for produksjon av landbruksmaskiner,922742189,Trøndelag,LEVANGER,ÅSEN,JA,NEI,2019,2019,12/19/2019,"Vi skal forske på, teste og utvikle nye metoder for produksjon av landbruksmaskiner. Vi vil utvikle ny kunnskap og ferdigheter ved ny anvendelse av både dagens teknologi og ny robotteknologi. Utviklingsområder er design, produksjon, offline programmering for maskinering, intern og ekstern logistikk og leveranselogistikk. Hovedmålet er å utvikle og analysere nye metoder, automatisering, offline programmering, integrasjon av teknologiplattformer, ERP, produksjonsflyt, testing og prøveproduksjon."
