Innsendt dato,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Vedtaksdato,Prosjektets fra-år,Prosjektets til-år,Bransje,Populærvitenskapelig sammendrag
9/1/2020,320144,MONNER AS,Monner Growth Platform,913978617,Oslo,Oslo,OSLO,JA,NEI,12/11/2020,2020,2020,Finans og bank,"Monner skal utvikle ""Monner Growth Platform""."
9/1/2020,320145,FRISKGÅRDEN TRONDHEIM AS,Framtidsverksted psykososialt arbeidsmiljø,994657100,Trøndelag - Trööndelage,Trondheim,TILLER,NEI,JA,11/20/2020,2020,2022,Helsenæringen,"Friskgården skal utvikle framtidsverksted psykososialt arbeidsmiljø som et nytt HMS-verktøy til å bistå ledere og virksomheter til å utvikle og dokumentere systematisk HMS og godt arbeidsmiljø som konkurransefortrinn i kampen om de kloke hodene og flinke hendene. 
Metodikken, som baserer seg på et helsefremmende kunnskapsgrunnlag, består av en digital pulsmåler som overvåker, kartlegger og dokumenterer det psykososiale arbeidsmiljøet i samtid og en fysisk/digital workshop som mobiliserer ressurser, ansvarliggjør medarbeiderne og motiverer lederne til systematisk forbedring av det psykososiale arbeidsmiljøet.
Verktøyet er prøvd ut og dokumentert i de videregående skolene i Trøndelag og senere prøvd ut og dokumentert blant SMB-bedrifter innen håndverk og service i Midt-Norge. Dokumentasjonen viser at framtidsverksted psykososialt arbeidsmiljø gir et godt bilde på NÅ-situasjonen, er godt egnet til random målinger gjennom året, ansvarliggjør medarbeiderne, motiverer ledelsen og bidrar med oppdaterte handlingsplaner for systematisk risikovurdering og forbedring av psykososialt arbeidsmiljø - og et godt verktøy for å utvikle helsefremmende arbeidsplasser
Det digitale verktøy er godkjent av Datatilsynet i tråd med personvernforskriften"
9/1/2020,320146,FRISKGÅRDEN RANA AS,Kognitiv jobbmatch,990222533,Nordland,Rana,MO I RANA,JA,NEI,11/19/2020,2020,2022,Helsenæringen,"Friskgården har i samarbeid med Norsk forening for kognitiv terapi og NTNU gjennomført prosjektet Kognitiv jobbmatch for å undersøke om styrket kognitiv funksjon hos ungdom og arbeidssøkere bidrar til å komme i og beholde arbeid og fullføre studier.
Prosjektet utviklet et brukervennlig og sensitivt kartleggingsverktøy som avklarer kognitiv funksjon vs definerte arbeidskrav i de ulike bransjer - måleverktøyet benyttes også til å dokumentere endring i kognitiv funksjon i etterkant gjennomført opplæring.
Med opplæringsprogrammet ""Kognitiv jobbmatch"" kan Friskgården tilby et dokumentert opplæringsprogram med digital læringsstøtte for folk flest for å styrke selvbildet, jobbmatchen og livsmestring. Denne opplæringen skiller seg fra kognitiv terapitilbudet som tilbys av psykologer/psykologspesialister, der deltakerne selv lærer å bruke verktøyet for å styrke egen funksjon. Med kognitiv jobbmatch fikk de lederne som tok i bruk verktøyet, et verktøy til å gi bedre lederstøtte generelt i tillegg til at de styrket deltakerne i testpanelet. En overraskende effekt i prosjektet var at innlæring av kognitive ferdigheter bidra til at deltakerne lærte å jobbe smartere og dermed kan kognitiv funksjon være et godt verktøy i omstillingsprosesser."
9/1/2020,320147,EXCELLENCY KRISTIANSEN,System for posisjonsbestemmelse og kontroll av modelltog,823594992,Viken,Moss,MOSS,NEI,JA,10/21/2020,2020,2022,Vareproduserende industri,Ved hjelp av den nyeste teknologi kan vi posisjonsbestemme modelltog og regulere hastigheten og dermed fx bremse foran et signal. Løsningen krever minimalt av installasjon og vil kunne spare kundene for hundrevis av timer.
9/1/2020,320148,SALTEN ENERGIGJENVINNING AS,Økt virkningsgrad i energigjenvinningsanlegg ved utnyttelse av lavtemperaturvarme fra smelteverk,918591648,Oslo,Oslo,OSLO,JA,NEI,10/28/2020,2020,2023,Energi,Salten energigjenvinning vil gjennom ny produksjonsprosess og kunstig intelligens utnytte lavenergi spillvarme for økt virkningsgrad i energigjenvinningsanlegg fra smelteovner.
9/1/2020,320151,BIOFISH AS,Effekt av soya-fritt fiskefôr tilsatt naturlig fargestoff,816984122,Vestland,Kvam,TØRVIKBYGD,JA,NEI,11/19/2020,2020,2020,Fiskeri og havbruk,Biofish AS skal i dette prosjektet gjennomføre et fôringsforsøk på fisk i startfôringsfasen.
9/1/2020,320152,WERGELAND BASE AS,Moderne havn,981912047,Vestland,Gulen,DALSØYRA,NEI,JA,11/4/2020,2020,2021,Maritim,Wergeland eksperimenterer med nye metoder.
9/1/2020,320153,WERGELAND BASE AS,Kai5b,981912047,Vestland,Gulen,DALSØYRA,NEI,JA,11/4/2020,2020,2021,"Bygg, anlegg og eiendom",Wergeland Base gjennomfører et utviklingsprosjekt.
9/1/2020,320154,SAFE SOLUTIONS AS,"Nye produkter,nye materialer og nye bruksområder for ledeanordninger basert på SAFEPASS og SAFEGUIDE",911815788,Trøndelag - Trööndelage,Stjørdal,STJØRDAL,NEI,NEI,,2020,2021,ukjent,"Vi skal utvikle vår standard løsning SAFEPASS og SAFEGUIDE med flere nye produkter som ikke finnes i markedet, til nye markeder som konserter, møter, museer, billettsalg, landbruk-reindrift, havner og Offshore, med flere funksjoner og varianter til flere formål. Til innen og utendørsbruk samt større anvendbarhet, nytt og bredere utvalg i materialer i søyler, bokser, hjul og bånd til ulike formål tilpasset ulike kundegrupper.  VI må erverve ny materialkunnskap og ny anvnedelseskunnskap.  Flyttbare enheter på hjul, bestående av søyler med stabiliseringsplatform, og bokser med opprullbart bånd med bremsemekanisme, for å lede en gruppe med mennesker eller dyr som ennå ikke finnes i markedet utenom vår SAFEPASS og SAFEGUIDE løsning.  Denne er utviklet for flyplasser med begrensede bruksområder.  Å utvikle nye varer med ulike bruksområder, men basert på SAFEPASS og SAFEGUIDE prinsippet vil være nye varer i flere markeder.  Dagens eksisterende produkt har en lede eller guiding funksjon.  Nye produkter vil ha samme funksjon i tillegg til en sikkerhets funksjon i form av at de skal stenge av en passasje feks offshore eller på byggeplass.  Å kunne lede, begrense og eller forhindre gruppe mennesker og eller styre flyten vil være en forsterket funksjonalitetskrav i fremtiden etter corona utbruddet.  Vi mener at vårt produktet passer utmerket til dette formålet.  Våre nye produkter vil kreve utvikling av nye materialer på søyle, bokser, plattform, hjul, bånd mm. og skreddersøm av løsningen til de ulike bruksområdene. Dette vil representere nye produkter i form av nyutviklede varer basert på en kjent funksjonalitet fra SAFEPASS og SAFEGUIDE til nye markeder.  Det er klart at så vesentlig endringene i anvendelse og krav til nye materialer tilpasset anvendelsen vil kreve ny kunnskap for å utvikle de nye produktene. Prosjektet har således er høyt FoU-innhold og kan ikke anses som ordinær bedriftsorientert produktutvikling uten forskningspreg."
9/1/2020,320155,HALO1 AS,"Etterfylling av drivstoff til forbrenningsmotordrevne plattformer til lands, sjø og luft",918789197,Vestfold og Telemark,Sandefjord,ANDEBU,JA,NEI,12/18/2020,2020,2021,Vareproduserende industri,"En utfordring med søk og redning i arktiske farvann er redningshelikopterets operasjonskapasitet, det vil si summen av tid i lufta, rekkevidde og medbragt vekt. Denne utfordringen ble utgangspunktet for en ide om et enkelt, mobilt og sikkert system for etterfylling av helikopter med drivstoff til havs. Prosjektet arbeider derfor med en løsning der drivstoff enkelt kan bringes frem til et område med båt eller fly og gjøre etterfylling tilgjengelig."
9/1/2020,320156,AF GRUPPEN NORGE AS,Intelligent datadrevet bygg og anlegg,938333572,Oslo,Oslo,OSLO,NEI,JA,11/27/2020,2020,2022,"Bygg, anlegg og eiendom",Vi skal utvikle et system for intelligent datadrevet bygg og anlegg.
9/1/2020,320157,"N.K.S. ØSTBYTUNET, SENTER FOR BEHANDLING OG FAGUTVIKLING AS",Working Methods for Neuroscience- and Trauma-Informed Care,992104457,Viken,Lørenskog,FJELLHAMAR,JA,NEI,11/11/2020,2020,2022,Helsenæringen,Østbytunet Behandlingsenter aim to provide neuroscience- and trauma-informed treatment designed to de-escalate and minimize stress-related incidents in Norway
9/1/2020,320158,JB ELECTRO AS,Hybridgenerator med eksosrensing,992714824,Rogaland,Time,BRYNE,JA,NEI,12/14/2020,2020,2022,Olje og gass,Det skal utvikles en hybridgenerator.
9/1/2020,320159,FRISKGÅRDEN HELGELAND AS,Frisk LMP Senior,922233519,Nordland,Vefsn,MOSJØEN,JA,NEI,11/19/2020,2020,2022,Helsenæringen,"LMP Senior er et lavterskel lærings- og mestringsprogram som er utviklet, prøvd ut og dokumentert i samarbeid med rehabiliterings- og omsorgstjenesten i Steinkjer og Vefsn kommune. LMP Senior leveres todelt, der dedikerte flokeløsere kartlegger, lager treffsikker SWOT-analyse og skreddersydd handlingsplan før driftspersonell i hjemmetjenesten leverer lavterskel opplæring og trening av hverdagsfunksjonen blant brukere av hjemmetjenesten.
LMP Senior får stor oppmerksomhet fordi effekten av lærings- og mestringsprogrammet gjorde at eldre kunne bo lengre heime eller i servicebolig, med bedre opplevd livskvalitet, mer mestring og økt robusthet og kommunene sparte store utgifter på lavere sykehjemsbudsjettet. Det digitale seniorabonnementet, med læringsstøtte og tilhørende omsorgstjenester ble et viktig bidrag til trygghet, innsikt og motivasjon i målgruppen, som forklaring på de oppsiktsvekkende resultatene.
LMP Senior har utviklet, prøvd ut og dokumentert et opplæringsprogram for flokeløsere og hjemmehjelpere som sammen leverer en integrert tjeneste, LMP Senior, som sikrer de eldre trygghet og livsmestring i hverdagen til en lavkost investering i kommunene"
9/1/2020,320160,MARWELL AS,Carbon fiber tubes,922739978,Rogaland,Sandnes,SANDNES,JA,NEI,11/25/2020,2020,2023,Olje og gass,I dette prosjektet skal vi utvikle liner av karbonfiber.
9/1/2020,320161,AQUAGEN AS,Avl for bedret POX-resistens,964367701,Trøndelag - Trööndelage,Heim,KYRKSÆTERØRA,JA,NEI,11/19/2020,2020,2020,Fiskeri og havbruk,"AquaGen leverer rogn til oppdrett av Atlantisk laks, regnbueørret, coho-laks og rognkjeks, i Norge og internasjonalt. Vi driver avlsprogrammer på samtlige arter, for å kunne tilby kundene individer som er rasktvoksende og friske. AquaGen har ledet an i bruken av bioteknologi i avl, og i løpet av de siste 20 år er særlig genomikk blitt en viktig komponent i bedriftens virksomhet. AquaGen driver utstrakt avl for egenskaper relatert til sykdomsresistens, og selskapet har gjentatte ganger vist at avl for resistens mot spesifikke patogener kan gi betydelig økt overlevelse i oppdrett. I dette prosjektet ønsker vi å undersøke mulighetene for å drive genetisk seleksjon for økt resistens mot laksepox - en virussykdom som forårsaker tap i hele produksjonssyklusen til Atlantisk laks, og spesielt i settefiskfasen. Vi skal hente syk og frisk fisk fra poxutbrudd og sammenholde arvestoffene til de to gruppene, for å kunne avdekke om pox-resistens er arvelig og om resistensen kan bedres med genetisk seleksjon. Resultatene vil bli tatt i bruk i AquaGens avlsprogram og rognproduksjon."
9/1/2020,320162,JB SAFE DIESEL AS,Hybridgenerator med eksosrensing,998491851,Rogaland,Time,BRYNE,JA,NEI,12/14/2020,2020,2022,Olje og gass,Det skal utvikles en hybridgenerator.
9/1/2020,320163,NEMUS FROGNER AS,Samarbeid for sømløs rehabilitering etter ortopedisk kirurgi,924419598,Oslo,Oslo,OSLO,NEI,JA,11/4/2020,2020,2023,Helsenæringen,"NEMUS Frogner er en nyåpnet tverrfaglig rehabiliteringsklinikk som er lokalisert i samme lokaler som Aleris sykehus. Ved klinikken arbeider fysioterapeuter og kiropraktor med særlig kompetanse innen rehabilitering etter ortopediske skader og kirurgi. Samlokaliseringen er gjort for å legge til rette for nært samarbeid mellom NEMUS, som er en aktør i primærhelsetjenesten, og Aleris, en aktør i spesialisthelsetjenesten.

NEMUS Frogner er en del av et nasjonalt nettverk av tverrfaglige NEMUS-klinkker. For å kvalitetssikre rehabiliteringsforløpet som tilbys etter ortopedisk kirurgi ved Aleris sykehus vil vi i samarbeid med fagpersoner fra Aleris utvikle et kompetansehevingsprogram for fysioterapetuer ved alle NEMUS klinikker i Norge. Dette vil gi pasientene et kunnskapsbasert og sømløst rehabiliteringsforløp der det er tett kommunikasjon mellom kirurg og terapeut.

Vi vil også legge til rette for økt samarbeid mellom klinikere ved Aleris og NEMUS. Disse tiltakene skal resultere i at fysioterapeutene ved NEMUS opplever å ha høyere kompetanse, at pasientene opplever økt kvalitet på tilbudet og dermed at flere velger Aleris og NEMUS for disse tjenestene.

For å avgrense prosjektet vil vi i første omgang utvikle et opplæringsprogram som omhandler rehabilitering etter innsetting av hofte- eller kneproteser, men kompetansehevingsprogrammet kan på sikt rettes mot rehabilitering etter flere typer ortopedisk kirurgi."
9/1/2020,320164,ECOTONE AS,Markedsfokusert utvikling av undervanns hyperspektral avbildning,895336122,Trøndelag - Trööndelage,Trondheim,TRONDHEIM,JA,NEI,12/14/2020,2020,2022,Fiskeri og havbruk,"Underwater hyperspectral imaging (UHI) er et patentert undervanns kamerasystem utviklet og produsert av Ecotone. Der hvor et vanlig kamera fanger opp tre fargebånd, rødt, grønt og blått, fanger UHI opp flere hundre fargebånd. Ved hjelp av spesialiserte analysemetoder (maskinlæring), sensorer og undervannslys kan denne informasjonen benyttes til automatisk å gjenkjenne organismer og objekter basert på deres unike fargesignaturer. 

Prosjektet tar mål av seg å utvikle unike og effektive metoder med bruk av UHI for datainnsamling, analyse og rapportering av hyperspektrale bilder tilpasset tre viktige markedssegment med store kommersielle potensialer:
"
9/1/2020,320165,WEST SEA SERVICE AS,Ny Fôringsprosess på fôrflåte,916164599,Vestland,Bømlo,BREMNES,NEI,JA,11/24/2020,2020,2021,Fiskeri og havbruk,"Prosjektet utvikler en ny fôringsprosess til havbruksnæringen. Løsningen vil øke kvaliteten på fôret som spres ut i et oppdrettsanlegg, og redusere vedlikeholdskostnadene med anlegget betydelig i forhold til dagens løsninger i markedet."
9/1/2020,320166,JB SYSTEM AS,Hybridgenerator med eksosrensing,986587470,Rogaland,Klepp,KLEPP STASJON,JA,NEI,12/14/2020,2020,2022,Olje og gass,Det skal utvikles en hybridgenerator.
9/1/2020,320169,AQUAGEN AS,Presisjonavl,964367701,Trøndelag - Trööndelage,Heim,KYRKSÆTERØRA,JA,NEI,11/25/2020,2020,2022,Fiskeri og havbruk,"AquaGen er et selskap som leverer rogn til oppdretter av laks, ørret og rognkjeks i Norge og internasjonalt. Vi driver avlsprogrammer på samtlige arter, for å kunne tilby kundene individer som er rasktvoksende og friske. AquaGen har ledet an i bruken av bioteknologi i avl, og i løpet av de siste 20 år er særlig genomikk/molekylærgenetikk blitt en viktig komponent i bedriftens virksomhet. AquaGen innførte DNA-testing i avlsprogrammet allerede for 15 år siden, i og med innføringen av markør-basert seleksjon for økt resistens mot virussykdommen IPN. Den gang kunne datamengden håndteres med relativt enkle virkemidler; noen tusen dyr ble genotypert (""DNA-avlest"") for noen hundre DNA-markører, og selve analysen kunne gjøres ved hjelp av Microsoft Excel. Siden den gang har feltet genomikk hatt en rivende utvikling, og mulighetsrommet har utvidet seg mye. I dag anvendes mikromatriser med ti-/hundretalls tusen DNA-markører rutinemessig på mange titalls tusen dyr i året, og helgenomsekvensering brukes for å kartlegge den totale DNA-variasjonen i utvalgte, sentrale dyr i avlspopulasjonene. Ulike typer ""-omics""-data må av og til inkorporeres, og fremtiden forventes å bringe nye former for komplekse genotype- og fenotypedata. Dette prosjektet inneholder ulike arbeidspakker som har det til felles at de alle vil bidra til mer effektiv, regnemessig smart, systematisk og fullstendig bruk av stordata, med det formål å hente ut nye sammenhenger i dataene, til bruk i og til nytte for AquaGens avlsprogram og rognproduksjon."
